FID,the_geom,UNIQUENUM,IDNUM,NAME,LONGITUDE,LATITUDE,COUNTRY,REGION,REVBIS,DESCRIPTIO,JUSTIFICAT,DATEINSCRI,SECDATE,DANGER,AREAHA,CRITERIA,CATSHORT,CATFIN,TRANSBOUND
worldheritagesites.595,POINT (20.96239 55.27458),1158,994,Curonian Spit,20.96239,55.27458,"Lithuania,Russian Federation",Europe and North America,,"<p>Human habitation of this elongated sand dune peninsula, 98 km long and 0.4-4 km wide, dates back to prehistoric times. Throughout this period it has been threatened by the natural forces of wind and waves. Its survival to the present day has been made",<p><em>Criterion (v):</em> The Curonian Spit is an outstanding example of a landscape of sand dunes that is under constant threat from natural forces (wind and tide). After disastrous human interventions that menaced its survival the Spit was reclaimed b,2000,,,33021,(v),C,C,1
worldheritagesites.596,POINT (6.13333 49.61),827,699,City of Luxembourg: its Old Quarters and Fortifications,6.13333,49.61,Luxembourg,Europe and North America,,"<p>Because of its strategic position, Luxembourg was, from the 16th century until 1867, when its walls were dismantled, one of Europe's greatest fortified sites. It was repeatedly reinforced as it passed from one great European power to another: the Holy",,1994,,,29.94,(iv),C,C,0
worldheritagesites.597,POINT (49.7025 -14.45972222),1434,1257,Rainforests of the Atsinanana,49.7025,-14.45972222,Madagascar,Africa,,<p>The Rainforests of the Atsinanana comprise six national parks distributed along the eastern part of the island. These relict forests are critically important for maintaining ongoing ecological processes necessary for the survival of Madagascar&rsquo;s,,2007,,2010,479660.7,(ix)(x),N,ND,0
worldheritagesites.598,POINT (44.75 -18.66667),576,494,Tsingy de Bemaraha Strict Nature Reserve,44.75,-18.66667,Madagascar,Africa,rev,"<p>Tsingy de Bemaraha Strict Nature Reserve comprises karstic landscapes and limestone uplands cut into impressive 'tsingy' peaks and a 'forest' of limestone needles, the spectacular canyon of the Manambolo river, rolling hills and high peaks. The undist",,1990,,,152000,(vii)(x),N,N,0
worldheritagesites.599,POINT (47.56278 -18.75917),1111,950,Royal Hill of Ambohimanga,47.56278,-18.75917,Madagascar,Africa,,"<p>The Royal Hill of Ambohimanga consists of a royal city and burial site, and an ensemble of sacred places. It is associated with strong feelings of national identity, and has maintained its spiritual and sacred character both in ritual practice and the","<p>Criterion iii The Royal Hill of Ambohimanga is the most significant symbol of the cultural identity of the people of Madagascar. Criterion iv The traditional design, materials, and layout of the Royal Hill of Ambohimanga are representative of the soci",2001,,,59,(iii)(iv)(vi),C,C,0
worldheritagesites.600,POINT (34.88333 -14.03333),323,289,Lake Malawi National Park,34.88333,-14.03333,Malawi,Africa,,"<p>Located at the southern end of the great expanse of Lake Malawi, with its deep, clear waters and mountain backdrop, the national park is home to many hundreds of fish species, nearly all endemic. Its importance for the study of evolution is comparable",,1984,,,9400,(vii)(ix)(x),N,N,0
worldheritagesites.601,POINT (34.27916667 -14.29333333),1450,476,Chongoni Rock-Art Area,34.27916667,-14.29333333,Malawi,Africa,rev,"<p>Situated within a cluster of forested granite hills and covering an area of 126.4 km2, high up the plateau of central Malawi, the 127 sites of this area feature the richest concentration of rock art in Central Africa. They reflect the comparatively sc",,2006,,,12640,(iii)(vi),C,C,0
worldheritagesites.602,POINT (116.5 6.25),1182,1012,Kinabalu Park,116.5,6.25,Malaysia,Asia and the Pacific,,"<p>Kinabalu Park, in the State of Sabah on the northern end of the island of Borneo, is dominated by Mount Kinabalu (4,095 m), the highest mountain between the Himalayas and New Guinea. It has a very wide range of habitats, from rich tropical lowland and","<p>Criteria (ix) and (x): The site has a diverse biota and high endemism. The altitudinal and climatic gradient from tropical forest to alpine conditions combine with precipitous topography, diverse geology and frequent climate oscillations to provide co",2000,,,75370,(ix)(x),N,N,0
worldheritagesites.603,POINT (114.91667 4.13333),1183,1013,Gunung Mulu National Park,114.91667,4.13333,Malaysia,Asia and the Pacific,,"<p>Important both for its high biodiversity and for its karst features, Gunung Mulu National Park, on the island of Borneo in the State of Sarawak, is the most studied tropical karst area in the world. The 52,864-ha park contains seventeen vegetation zon","<p>Criteria (vii), (viii), (ix) and (x): The concentration of caves in Mulu's Melinau Formation with its geomorphic and structural characteristics is an outstanding feature which allows a greater understanding of Earth's history. The caves of Mulu are im",2000,,,52864,(vii)(viii)(ix)(x),N,N,0
worldheritagesites.604,POINT (100.3458333 5.421388889),1871,1223,"Melaka and George Town, Historic Cities of the Straits of Malacca",100.3458333,5.421388889,Malaysia,Asia and the Pacific,Bis,"<p>Melaka and George Town, historic cities of the Straits of Malacca have developed over 500 years of trading and cultural exchanges between East and West in the Straits of Malacca. The influences of Asia and Europe have endowed the towns with a specific",,2008,,,218.76,(ii)(iii)(iv),C,C,0
worldheritagesites.605,POINT (100.9723278 5.067908333),1820,1396,Archaeological Heritage of the Lenggong Valley,100.9723278,5.067908333,Malaysia,Asia and the Pacific,,"<p>Situated in the lush Lenggong Valley, the property includes four archaeological sites in two clusters which span close to 2&nbsp;million years, one of the longest records of early man in a single locality, and the oldest outside the African continent.",,2012,,,398.64,(iii)(iv),C,C,0
worldheritagesites.606,POINT (-0.04456 16.2898),1320,1139,Tomb of Askia,-0.04456,16.2898,Mali,Africa,,"<p>The dramatic 17-m pyramidal structure of the Tomb of Askia was built by Askia Mohamed, the Emperor of Songhai, in 1495 in his capital Gao. It bears testimony to the power and riches of the empire that flourished in the 15th and 16th centuries through",,2004,,2012,4.24,(ii)(iii)(iv),C,CD,0
worldheritagesites.607,POINT (-2.999444444 16.77333333),131,119,Timbuktu,-2.999444444,16.77333333,Mali,Africa,rev,"<p>Home of the prestigious Koranic Sankore University and other <em>madrasas</em>, Timbuktu was an intellectual and spiritual capital and a centre for the propagation of Islam throughout Africa in the 15th and 16th centuries. Its three great mosques, Dji",,1988,,1990-2005; 2012,0,(ii)(iv)(v),C,CD,0
worldheritagesites.608,POINT (-4.555 13.90639),127,116,Old Towns of Djenn?,-4.555,13.90639,Mali,Africa,rev,"<p>Inhabited since 250 B.C., Djenn? became a market centre and an important link in the trans-Saharan gold trade. In the 15th and 16th centuries, it was one of the centres for the propagation of Islam. Its traditional houses, of which nearly 2,000 have s",,1988,,2016,0,(iii)(iv),C,CD,0
worldheritagesites.609,POINT (-3.41667 14.33333),602,516,Cliff of Bandiagara (Land of the Dogons),-3.41667,14.33333,Mali,Africa,,"<p>The Bandiagara site is an outstanding landscape of cliffs and sandy plateaux with some beautiful architecture (houses, granaries, altars, sanctuaries and <em>Togu Na</em>, or communal meeting-places). Several age-old social traditions live on in the r",,1989,,,327390,(v)(vii),C/N,C/N,0
worldheritagesites.610,POINT (14.50739 35.87134),142,130,?al Saflieni Hypogeum,14.50739,35.87134,Malta,Europe and North America,,"<p>The Hypogeum is an enormous subterranean structure excavated c. 2500 B.C., using cyclopean rigging to lift huge blocks of coralline limestone. Perhaps originally a sanctuary, it became a necropolis in prehistoric times.</p>",,1980,,,0.13,(iii),C,C,0
worldheritagesites.611,POINT (14.51444 35.90056),143,131,City of Valletta,14.51444,35.90056,Malta,Europe and North America,,"<p>The capital of Malta is inextricably linked to the history of the military and charitable Order of St John of Jerusalem. It was ruled successively by the Phoenicians, Greeks, Carthaginians, Romans, Byzantines, Arabs and the Order of the Knights of St",,1980,,,55.5,(i)(vi),C,C,0
worldheritagesites.612,POINT (14.26947 36.04908),2121,132,Megalithic Temples of Malta,14.26947,36.04908,Malta,Europe and North America,,"<p>Seven megalithic temples are found on the islands of Malta and Gozo, each the result of an individual development. The two temples of Ggantija on the island of Gozo are notable for their gigantic Bronze Age structures. On the island of Malta, the temp",,1980,1992,,3.155,(iv),C,C,0
worldheritagesites.613,POINT (165.3805556 11.6),1684,1339,Bikini Atoll Nuclear Test Site,165.3805556,11.6,Marshall Islands,Asia and the Pacific,,"<p>In the wake of World War II, in a move closely related to the beginnings of the Cold War, the United States of America decided to resume nuclear testing in the Pacific Ocean, on Bikini Atoll in the Marshall archipelago. After the displacement of the l",,2010,,,73500,(iv)(vi),C,C,0
worldheritagesites.614,POINT (-16.10889 20.23472),590,506,Banc d'Arguin National Park,-16.10889,20.23472,Mauritania,Arab States,,"<p>Fringing the Atlantic coast, the park comprises sand-dunes, coastal swamps, small islands and shallow coastal waters. The contrast between the harsh desert environment and the biodiversity of the marine zone has resulted in a land- and seascape of out",,1989,,,1200000,(ix)(x),N,N,0
worldheritagesites.615,POINT (-11.62361 20.92889),884,750,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",-11.62361,20.92889,Mauritania,Arab States,,"<p>Founded in the 11th and 12th centuries to serve the caravans crossing the Sahara, these trading and religious centres became focal points of Islamic culture. They have managed to preserve an urban fabric that evolved between the 12th and 16th centurie","<p>The Committee decided to inscribe the nominated property on the World Heritage List on the basis of cultural criteria (iii), (iv) and (v) considering that these four ancient cities constitute exceptional examples of settlements built to serve the impo",1996,,,0,(iii)(iv)(v),C,C,0
worldheritagesites.616,POINT (57.32833333 -20.45194444),1860,1259,Le Morne Cultural Landscape,57.32833333,-20.45194444,Mauritius,Africa,Bis,"<p>Le Morne Cultural Landscape, a rugged mountain that juts into the Indian Ocean in the southwest of Mauritius was used as a shelter by runaway slaves, maroons, through the 18th and early years of the 19th centuries. Protected by the mountain?s isolated",,2008,,,349.6,(iii)(vi),C,C,0
worldheritagesites.617,POINT (57.50316667 -20.15863889),1404,1227,Aapravasi Ghat,57.50316667,-20.15863889,Mauritius,Africa,,"<p>In the district of Port Louis, lies the 1,640 m2 site where the modern indentured labour diaspora began. In 1834, the British Government selected the island of Mauritius to be the first site for what it called &lsquo;the great experiment&rsquo; in the",,2006,,,0.164,(vi),C,C,0
worldheritagesites.618,POINT (-87.79167 19.38333),473,410,Sian Ka'an,-87.79167,19.38333,Mexico,Latin America and the Caribbean,,"<p>In the language of the Mayan peoples who once inhabited this region, Sian Ka'an means 'Origin of the Sky'. Located on the east coast of the Yucat&aacute;n peninsula, this biosphere reserve contains tropical forests, mangroves and marshes, as well as a",,1987,,,528000,(vii)(x),N,N,0
worldheritagesites.619,POINT (-92.05 17.48333),474,411,Pre-Hispanic City and National Park of Palenque,-92.05,17.48333,Mexico,Latin America and the Caribbean,,"<p>A prime example of a Mayan sanctuary of the classical period, Palenque was at its height between AD 500 and 700, when its influence extended throughout the basin of the Usumacinta River. The elegance and craftsmanship of the buildings, as well as the",,1987,,,1772,(i)(ii)(iii)(iv),C,C,0
worldheritagesites.620,POINT (-99.13278 19.41833),475,412,Historic Centre of Mexico City and Xochimilco,-99.13278,19.41833,Mexico,Latin America and the Caribbean,,"<p>Built in the 16th century by the Spanish on the ruins of Tenochtitlan, the old Aztec capital, Mexico City is now one of the world's largest and most densely populated cities. It has five Aztec temples, the ruins of which have been identified, a cathed",,1987,,,0,(ii)(iii)(iv)(v),C,C,0
worldheritagesites.621,POINT (-98.84167 19.69167),477,414,Pre-Hispanic City of Teotihuacan,-98.84167,19.69167,Mexico,Latin America and the Caribbean,,"<p>The holy city of Teotihuacan ('the place where the gods were created') is situated some 50 km north-east of Mexico City. Built between the 1st and 7th centuries A.D., it is characterized by the vast size of its monuments ? in particular, the Temple of",,1987,,,3381.71,(i)(ii)(iii)(iv)(vi),C,C,0
worldheritagesites.622,POINT (-96.72167 17.06194),478,415,Historic Centre of Oaxaca and Archaeological Site of Monte Alb?n,-96.72167,17.06194,Mexico,Latin America and the Caribbean,,"<p>Inhabited over a period of 1,500 years by a succession of peoples &ndash; Olmecs, Zapotecs and Mixtecs &ndash; the terraces, dams, canals, pyramids and artificial mounds of Monte Alb&aacute;n were literally carved out of the mountain and are the symbo",,1987,,,375,(i)(ii)(iii)(iv),C,C,0
